id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,product_type,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,baseline2_label_text
754,"Well packaged, quick postage. Great value, good seller.",well packaged quick postage great value good seller,2,positive,Amusement,positive,Movies & Music,DVD,8,8,medium,0,0,0,en,positive
755,"I鈥檝e bought from this seller numerous times over several years, and had my first negative experience. Not their fault, non delivery. The replacement order arrived in two days. I can鈥檛 recommend highly enough. A+ grade seller. 馃憤馃徎馃檪馃憤馃徎馃檪馃憤馃徎馃檪馃憤馃徎馃檪馃憤馃徎馃檪馃憤馃徎馃檪馃憤馃徎馃檪",i ve bought from this seller numerous times over several years and had my first negative experience not their fault non delivery the replacement order arrived in two days i can t recommend highly enough a grade seller,2,positive,Satisfaction,positive,Movies & Music,DVD,37,38,long,1,0,0,en,positive
756,Aus post lost original delivery but buyer when aware of problem quickly rectified with new delivery very speedily and kept me updated. Very helpful,aus post lost original delivery but buyer when aware of problem quickly rectified with new delivery very speedily and kept me updated very helpful,1,neutral,Confusion,neutral,Movies & Music,DVD,24,24,long,0,0,0,en,neutral
757,"DVD'S AS DESCRIBED, HOWEVER A LITTLE OVER PRICED.",dvd's as described however a little over priced,1,neutral,Confusion,neutral,Movies & Music,DVD,8,8,medium,0,0,0,en,neutral
758,"Bought this item on the 18th November, received it on the 4th December. Item as described, well packed. Thanks.",bought this item on the 18th november received it on the 4th december item as described well packed thanks,1,neutral,Confusion,neutral,Movies & Music,DVD,19,19,long,4,0,0,en,neutral
759,"My package arrived on time and very securely wrapped but my main issue is that I bought the first season of the Pok茅mon anime, The Indigo League and nowhere did it state it was only the first 52 episodes when there are 80 episodes in the English version. I'm thoroughly disappointed as I can already watch these episodes on Netflix and I was hoping to get the entire season and not just half of it. I would recommend the seller should have a picture of the box with the number of episodes displayed.",my package arrived on time and very securely wrapped but my main issue is that i bought the first season of the pok mon anime the indigo league and nowhere did it state it was only the first 52 episodes when there are 80 episodes in the english version i'm thoroughly disappointed as i can already watch these episodes on netflix and i was hoping to get the entire season and not just half of it i would recommend the seller should have a picture of the box with the number of episodes displayed,1,neutral,Indifference,neutral,Movies & Music,DVD,93,94,long,1,0,0,en,neutral
760,"Thought I was getting a box set, but just got 3 separate DVDs, nothing bad, just woulda liked the box",thought i was getting a box set but just got 3 separate dvds nothing bad just woulda liked the box,1,neutral,Confusion,neutral,Movies & Music,DVD,20,20,long,3,0,0,en,neutral
761,Haven't received it ?,haven't received it,1,neutral,Indifference,neutral,Movies & Music,DVD,4,3,short,2,0,0,en,neutral
762,"Fantastic price and fast delivery friendly service. Only negative was DVD disc wasn't secured properly to the inside cover,disc had been moving around a slight scratch but that could of been a Post problem.",fantastic price and fast delivery friendly service only negative was dvd disc wasn't secured properly to the inside cover disc had been moving around a slight scratch but that could of been a post problem,1,neutral,Confusion,neutral,Movies & Music,DVD,34,35,long,1,0,0,en,neutral
763,Haven't received it so cant tell you about this item,haven't received it so cant tell you about this item,1,neutral,Apathy,neutral,Movies & Music,Blu-Ray,10,10,medium,3,0,0,en,neutral
764,Good series and service but took a long time to arrive,good series and service but took a long time to arrive,1,neutral,Apathy,neutral,Movies & Music,DVD,11,11,medium,0,0,0,en,neutral
765,A tracking number would be nice.,a tracking number would be nice,1,neutral,Indifference,neutral,Movies & Music,DVD,6,6,short,0,0,0,en,neutral
766,Item arrived on time brand new in the plastic wrapping but unfortunately the disc was dodgy. Within the first opening scenes it froze numerous times and would then restart itself. Not the seller's fault,item arrived on time brand new in the plastic wrapping but unfortunately the disc was dodgy within the first opening scenes it froze numerous times and would then restart itself not the seller's fault,1,neutral,Apathy,neutral,Movies & Music,Blu-Ray,34,34,long,0,0,0,en,neutral
767,"I hated this movie, as it was not an uplifting story, in fact quite the opposite (George Clooney notwithstanding) and whilst it could well be the multi region DVD Player (very problematic) I could not get the DVD more than half way through, despite a number of attempts to finish the story. It was a region 4 disc, and I鈥檓 in region 4, so it wasn鈥檛 a great effort for the player to cope with, but no go. It was cheap, so I binned it, as I will the new DVD player I have ordered if that fails.",i hated this movie as it was not an uplifting story in fact quite the opposite george clooney notwithstanding and whilst it could well be the multi region dvd player very problematic i could not get the dvd more than half way through despite a number of attempts to finish the story it was a region 4 disc and i m in region 4 so it wasn t a great effort for the player to cope with but no go it was cheap so i binned it as i will the new dvd player i have ordered if that fails,1,neutral,Apathy,neutral,Movies & Music,DVD,98,100,long,0,0,0,en,neutral
768,Got it for a present person is happy,got it for a present person is happy,1,neutral,Confusion,neutral,Movies & Music,DVD,8,8,medium,0,0,0,en,neutral
769,"I get stuff from the UK faster than from Sydney. I'll just write this purchase off. Australia Post once more, I'd say. Can't blame the seller. For $16 I'll go to JB-HIFI next time.",i get stuff from the uk faster than from sydney i'll just write this purchase off australia post once more i'd say can't blame the seller for 16 i'll go to jb hifi next time,1,neutral,Indifference,neutral,Movies & Music,DVD,34,35,long,0,0,0,en,neutral
