id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
215,So The tracking was left near the next town over tbh,so the tracking was left near the next town over,0,negative,Disappointment,negative,Automotive,11,10,medium,0,1,0,en,negative
216,bruh the package looked like it visited a warzone fascinating,the package looked like it visited a warzone,0,negative,Disappointment,negative,Automotive,10,8,medium,3,1,0,en,negative
217,the box looked like it visited a swamp tbh,the box looked like it visited a swamp,0,negative,Sarcasm,negative,Automotive,9,8,medium,1,1,0,en,negative
218,look the delivery enedd up in a puddle smh,look the delivery enedd up in a puddle,0,negative,Disappointment,negative,Automotive,9,8,medium,8,1,0,en,negative
219,The guy arrived looking like an accordion Cheers ok,the guy arrived looking like an accordion ok,0,negative,Frustration,negative,Electronics,9,8,medium,0,1,0,en,negative
220,the box got tossed into the neighbor's trash !!,the box got tossed into the neighbor's trash,0,negative,Disappointment,negative,Clothing,9,8,medium,1,1,0,en,negative
221,honestly the guy was left near the neighbor's trash take it or leave it tbh,honestly the guy was left near the neighbor's trash take it or leave it,0,negative,Frustration,negative,Electronics,15,14,medium,0,1,0,en,negative
222,The box got tossed into a puddel lol,the box got tossed into a puddel,0,negative,Frustration,negative,Home & Kitchen,8,7,short,2,1,0,en,negative
223,Listen  The box spent a week in a warzone Cheers hmm,listen the box spent a week in a warzone,0,negative,Frustration,negative,Clothing,11,9,medium,1,1,0,en,negative
224,wow the box got tossed into another state,the box got tossed into another state,0,negative,Disappointment,negative,Clothing,8,7,short,1,1,0,en,negative
225,The guy ended up in a swamp Fascinatign !!,the guy ended up in a swamp fascinatign,0,negative,Disappointment,negative,Electronics,9,8,medium,0,1,0,en,negative
226,If im being real The delivery ended up in an accordion,if im being real the delivery ended up in an accordion,0,negative,Disappointment,negative,Electronics,11,11,medium,0,1,0,en,negative
227,The package arrived looking like a swamp Make of that what you will ok,the package arrived looking like a swamp make of that what you will ok,0,negative,Frustration,negative,Sports & Outdoors,14,14,medium,2,1,0,en,negative
228,Honestly The tracking went to an accordion Yup .,honestly the tracking went to an accordion,0,negative,Sarcasm,negative,Sports & Outdoors,9,7,short,4,1,0,en,negative
229,right so the delivery looked like it visited the next town over anyway !!,right so the delivery looked like it visited the next town over,0,negative,Disappointment,negative,Clothing,14,12,medium,5,1,0,en,negative
230,Honestly The box ended up in a warzone ??,honestly the box ended up in a warzone,0,negative,Frustration,negative,Clothing,9,8,medium,3,1,0,en,negative
231,Look My shipment went to a warzone smh,look my shipment went to a warzone,0,negative,Frustration,negative,Sports & Outdoors,8,7,short,0,1,0,en,negative
233,So My shipment arrived looking like a swamp,so my shipment arrived looking like a swamp,0,negative,Disappointment,negative,Automotive,8,8,medium,0,1,0,en,negative
234,so the carrier arrived looking like a puddle wow,so the carrier arrived looking like a puddle,0,negative,Frustration,negative,Clothing,9,8,medium,0,1,0,en,negative
235,If im being real Teh box looked like it visited a swamp Yup !!,if im being real teh box looked like it visited a swamp,0,negative,Sarcasm,negative,Sports & Outdoors,14,12,medium,1,1,0,en,negative
236,so the package looked like it visited a puddle,so the package looked like it visited a puddle,0,negative,Frustration,negative,Automotive,9,9,medium,0,1,0,en,negative
237,My shipment got tossed into a warzone tbh,my shipment got tossed into a warzone,0,negative,Disappointment,negative,Electronics,8,7,short,2,1,0,en,negative
238,Honestly The carrier was left near a swamp ok,honestly the carrier was left near a swamp ok,0,negative,Disappointment,negative,Home & Kitchen,9,9,medium,3,1,0,en,negative
239,bruh the box arrived looking like a warzone take it or leave it .,the box arrived looking like a warzone take it or leave it,0,negative,Sarcasm,negative,Automotive,14,12,medium,2,1,0,en,negative
240,If im being real The box looked like it visited the netx town over Anyway hmm,if im being real the box looked like it visited the netx town over,0,negative,Sarcasm,negative,Automotive,16,14,medium,0,1,0,en,negative
241,well the package got tossed into the next town over take it or leave it ??,well the package got tossed into the next town over take it or leave it,0,negative,Sarcasm,negative,Home & Kitchen,16,15,long,0,1,0,en,negative
242,honestly  my shipment went to the next town over make of that what oyu will .,honestly my shipment went to the next town over make of that what oyu will,0,negative,Frustration,negative,Automotive,16,15,long,3,1,0,en,negative
243,Bruh The guy got tossed into the next town over lol,the guy got tossed into the next town over,0,negative,Frustration,negative,Clothing,11,9,medium,1,1,0,en,negative
245,the tracking was left near an accordion fascinating hmm,the tracking was left near an accordion,0,negative,Sarcasm,negative,Electronics,9,7,short,2,1,0,en,negative
246,The  tracking arrived looking like a swamp smh,the tracking arrived looking like a swamp,0,negative,Sarcasm,negative,Electronics,8,7,short,0,1,0,en,negative
247,i guess the box ended up in the neighbor's trash hmm,i guess the box ended up in the neighbor's trash,0,negative,Disappointment,negative,Home & Kitchen,11,10,medium,3,1,0,en,negative
248,the delivery ended up in another state just putting it out there lol,the delivery ended up in another state just putting it out there,0,negative,Disappointment,negative,Sports & Outdoors,13,12,medium,1,1,0,en,negative
249,i guess the carrier was left near an accordion lol,i guess the carrier was left near an accordion,0,negative,Disappointment,negative,Electronics,10,9,medium,3,1,0,en,negative
251,my shipment arrived looking like a warzone !!,my shipment arrived looking like a warzone,0,negative,Sarcasm,negative,Electronics,8,7,short,2,1,0,en,negative
252,First  off The package got tossed into the next town over smh,first off the package got tossed into the next town over,0,negative,Sarcasm,negative,Electronics,12,11,medium,0,1,0,en,negative
253,if im being real the carrier was left near a puddle make of that what you will ??,if im being real the carrier was left near a puddle make of that what you will,0,negative,Sarcasm,negative,Home & Kitchen,18,17,long,0,1,0,en,negative
254,look  the delivery looked like it visited a puddle ok,look the delivery looked like it visited a puddle ok,0,negative,Frustration,negative,Home & Kitchen,10,10,medium,3,1,0,en,negative
255,right so the guy looked like it visited another state ??,right so the guy looked like it visited another state,0,negative,Disappointment,negative,Electronics,11,10,medium,4,1,0,en,negative
257,the guy spent a week in a swamp lol,the guy spent a week in a swamp,0,negative,Disappointment,negative,Home & Kitchen,9,8,medium,2,1,0,en,negative
258,right  so the box went to the next town over hmm,right so the box went to the next town over,0,negative,Sarcasm,negative,Home & Kitchen,11,10,medium,0,1,0,en,negative
259,The  package was left near the neighbor's trash hmm,the package was left near the neighbor's trash,0,negative,Frustration,negative,Clothing,9,8,medium,0,1,0,en,negative
260,Wow My shipment looked like it visited an accordion ??,my shipment looked like it visited an accordion,0,negative,Frustration,negative,Automotive,10,8,medium,8,1,0,en,negative
261,okay the guy got tossed into an accordion anyway tbh,okay the guy got tossed into an accordion,0,negative,Disappointment,negative,Clothing,10,8,medium,1,1,0,en,negative
263,Look The tracking got tossed into the neighbor's trash Yup yeah,look the tracking got tossed into the neighbor's trash,0,negative,Disappointment,negative,Electronics,11,9,medium,2,1,0,en,negative
264,right  so my shipment was left near a warzone .,right so my shipment was left near a warzone,0,negative,Disappointment,negative,Electronics,10,9,medium,0,1,0,en,negative
265,bruh  the guy went to the neighbors trash cheers,the guy went to the neighbors trash,0,negative,Frustration,negative,Sports & Outdoors,9,7,short,6,1,0,en,negative
266,wow the carrier spent a week ni the next town over yup lol,the carrier spent a week ni the next town over,0,negative,Frustration,negative,Sports & Outdoors,13,10,medium,0,1,0,en,negative
267,The box went to the next town over End of story .,the box went to the next town over end of story,0,negative,Disappointment,negative,Sports & Outdoors,12,11,medium,2,1,0,en,negative
269,Ok so The carrier went to a puddle Whatever hmm,ok so the carrier went to a puddle,0,negative,Frustration,negative,Electronics,10,8,medium,0,1,0,en,negative
270,Okay  The carrier arrived looking like another state Just putting it out there smh,okay the carrier arrived looking like another state just putting it out there,0,negative,Disappointment,negative,Electronics,14,13,medium,5,1,0,en,negative
271,okay  my shipment got tossed into an accordion ??,okay my shipment got tossed into an accordion,0,negative,Sarcasm,negative,Clothing,9,8,medium,3,1,0,en,negative
272,Listen The box ended up in a swamp lol,listen the box ended up in a swamp,0,negative,Disappointment,negative,Home & Kitchen,9,8,medium,4,1,0,en,negative
273,First off The carrier got tossed into an accordion,first off the carrier got tossed into an accordion,0,negative,Frustration,negative,Clothing,9,9,medium,2,1,0,en,negative
274,ok so my shipment went to a puddle wow,ok so my shipment went to a puddle,0,negative,Sarcasm,negative,Automotive,9,8,medium,0,1,0,en,negative
275,The guy went to another state Oh well tbh,the guy went to another state oh well,0,negative,Frustration,negative,Clothing,9,8,medium,0,1,0,en,negative
276,The  package was left near the neighbor's trash Make of that what you will !!,the package was left near the neighbor's trash make of that what you will,0,negative,Frustration,negative,Electronics,15,14,medium,3,1,0,en,negative
277,well the tracking got tossed into another state just putting it out there tbh,well the tracking got tossed into another state just putting it out there,0,negative,Disappointment,negative,Electronics,14,13,medium,0,1,0,en,negative
278,the guy arrived looking like another state ok,the guy arrived looking like another state ok,0,negative,Frustration,negative,Home & Kitchen,8,8,medium,4,1,0,en,negative
